0	-33	-5	-20	2554	4880	0.523361
1	-33	-5	-16	2573	4881	0.527146
2	-33	-5	-12	2603	4927	0.528313
3	-33	-5	-8	2630	4930	0.533469
4	-33	-5	-4	2510	4940	0.508097
5	-33	-5	0	2403	4976	0.482918
6	-33	-5	4	2376	4976	0.477492
7	-33	-5	8	2511	4988	0.503408
8	-33	-5	12	2673	5012	0.533320
9	-33	-5	16	2598	5013	0.518253
10	-33	-5	20	2608	4976	0.524116
11	-33	-5	24	2654	4942	0.537030
12	-33	-5	28	2664	4957	0.537422
13	-33	-5	32	2634	4938	0.533414
14	-33	-5	36	2593	4916	0.527461
15	-33	-5	40	2538	4919	0.515959
16	-33	-5	44	2466	4889	0.504398
17	-33	-5	48	2447	4924	0.496954
18	-33	-5	52	2518	4923	0.511477
19	-33	-5	56	2690	4956	0.542776
20	-33	-5	60	2679	4990	0.536874
21	-33	-5	64	2688	5034	0.533969
22	-33	-5	68	2730	5057	0.539846
23	-33	-5	72	2763	5085	0.543363
24	-33	-5	76	2693	5107	0.527315
25	-33	-5	80	2670	5113	0.522198
26	-33	-5	84	2644	5134	0.514998
27	-33	-5	88	2629	5140	0.511479
28	-33	-5	92	2611	5131	0.508868
29	-33	-5	96	2650	5090	0.520629
30	-33	-5	100	2648	5115	0.517693
31	-33	-5	104	2580	5058	0.510083
32	-33	-5	108	2600	5025	0.517413
33	-33	0	-20	2502	4976	0.502814
34	-33	0	-16	2510	5020	0.500000
35	-33	0	-12	2495	5054	0.493668
36	-33	0	-8	2531	5099	0.496372
37	-33	0	-4	2520	5145	0.489796
38	-33	0	0	2671	5211	0.512570
39	-33	0	4	2827	5193	0.544387
40	-33	0	8	2878	5154	0.558401
41	-33	0	12	2696	5124	0.526151
42	-33	0	16	2655	5105	0.520078
43	-33	0	20	2708	5120	0.528906
44	-33	0	24	2742	5087	0.539021
45	-33	0	28	2668	5071	0.526129
46	-33	0	32	2661	5056	0.526305
47	-33	0	36	2703	5051	0.535142
48	-33	0	40	2719	5038	0.539698
49	-33	0	44	2682	5006	0.535757
50	-33	0	48	2634	5020	0.524701
51	-33	0	52	2658	5061	0.525193
52	-33	0	56	2616	5086	0.514353
53	-33	0	60	2665	5134	0.519088
54	-33	0	64	2799	5160	0.542442
55	-33	0	68	2906	5195	0.559384
56	-33	0	72	2835	5195	0.545717
57	-33	0	76	2766	5218	0.530088
58	-33	0	80	2798	5259	0.532040
59	-33	0	84	2814	5271	0.533865
60	-33	0	88	2787	5299	0.525948
61	-33	0	92	2773	5297	0.523504
62	-33	0	96	2728	5252	0.519421
63	-33	0	100	2678	5209	0.514110
64	-33	0	104	2635	5159	0.510758
65	-33	0	108	2659	5136	0.517718
66	-33	5	-20	2606	4849	0.537430
67	-33	5	-16	2571	4899	0.524801
68	-33	5	-12	2591	4956	0.522801
69	-33	5	-8	2585	4941	0.523173
70	-33	5	-4	2616	4949	0.528592
71	-33	5	0	2576	4952	0.520194
72	-33	5	4	2536	4945	0.512841
73	-33	5	8	2458	4931	0.498479
74	-33	5	12	2432	4932	0.493106
75	-33	5	16	2496	4939	0.505365
76	-33	5	20	2553	4933	0.517535
77	-33	5	24	2581	4914	0.525234
78	-33	5	28	2546	4899	0.519698
79	-33	5	32	2604	4893	0.532189
80	-33	5	36	2621	4866	0.538635
81	-33	5	40	2590	4847	0.534351
82	-33	5	44	2479	4812	0.515170
83	-33	5	48	2529	4850	0.521443
84	-33	5	52	2631	4890	0.538037
85	-33	5	56	2709	4882	0.554896
86	-33	5	60	2734	4900	0.557959
87	-33	5	64	2655	4935	0.537994
88	-33	5	68	2632	4952	0.531502
89	-33	5	72	2593	4935	0.525431
90	-33	5	76	2640	4972	0.530973
91	-33	5	80	2626	4979	0.527415
92	-33	5	84	2553	4978	0.512857
93	-33	5	88	2518	4974	0.506232
94	-33	5	92	2518	4961	0.507559
95	-33	5	96	2520	4948	0.509297
96	-33	5	100	2539	4915	0.516582
97	-33	5	104	2533	4906	0.516307
98	-33	5	108	2494	4892	0.509812
99	-30	-5	-20	2702	5174	0.522227
100	-30	-5	-16	2825	5225	0.540670
101	-30	-5	-12	2834	5247	0.540118
102	-30	-5	-8	2878	5242	0.549027
103	-30	-5	-4	2794	5299	0.527269
